"NDB_No","Nutr_No","Isfl_Val","SD","n","Min","Max","CC","DataSrc_ID"
"06419","716","0.0","","1.0","0.0","0.0","","89"
"06468","710","0.0","","1.0","0.0","0.0","D","89"
"06468","711","0.0","","1.0","0.0","0.0","D","89"
"06468","712","0.0","","1.0","0.0","0.0","D","89"
"06468","713","0.0","","1.0","0.0","0.0","D","89"
"06468","715","0.0","","1.0","0.0","0.0","","89"
"06468","716","0.0","","1.0","0.0","0.0","","89"
"06971","710","0.1","","1.0","0.1","0.1","C","91"
"06971","711","0.0","","1.0","0.0","0.0","C","91"
"06971","712","0.0","","1.0","0.0","0.0","C","91"
"06971","713","0.2","","1.0","0.2","0.2","C","91"
"06982","710","0.7333333333333334","0.5270462766947298","3.0","0.4","1.4","C","91"
"06982","711","0.43333333333333335","0.5270462766947299","3.0","0.1","1.1","C","91"
"06982","712","0.06666666666666667","0.10540925533894599","3.0","0.0","0.2","C","91"
"06982","713","1.2333333333333334","1.159501808728406","3.0","0.5","2.7","C","91"
"06983","710","0.0","","1.0","0.0","0.0","C","91"
"06983","711","0.3","","1.0","0.3","0.3","C","91"
"06983","712","0.0","","1.0","0.0","0.0","C","91"
"06983","713","0.4","","1.0","0.4","0.4","C","91"
"07022","710","1.0","","1.0","1.0","1.0","C","91"
"07022","711","0.8","","1.0","0.8","0.8","C","91"
"07022","712","0.1","","1.0","0.1","0.1","C","91"
"07022","713","1.9","","1.0","1.9","1.9","C","91"
"07023","710","0.05","0.07071067811865477","2.0","0.0","0.1","C","89,91"
"07023","711","0.05","0.07071067811865477","2.0","0.0","0.1","C","89,91"
"07023","712","0.0","0.0","2.0","0.0","0.0","C","89,91"
"07023","713","0.15","0.21213203435596426","2.0","0.0","0.3","C","89,91"
"07023","715","6.0E-4","","1.0","6.0E-4","6.0E-4","","89"
"07023","716","1.0E-4","","1.0","1.0E-4","1.0E-4","","89"
"07029","710","0.0","","1.0","0.0","0.0","D","89"
"07029","711","0.0","","1.0","0.0","0.0","D","89"
"07029","712","0.0","","1.0","0.0","0.0","D","89"
"07029","713","0.0","","1.0","0.0","0.0","D","89"
"07029","715","3.0E-4","","1.0","3.0E-4","3.0E-4","","89"
"07029","716","1.0E-4","","1.0","1.0E-4","1.0E-4","","89"
"07075","710","0.25","0.07071067811865474","2.0","0.2","0.3","C","91"
"07075","711","0.4","0.14142135623730953","2.0","0.3","0.5","C","91"
"07075","712","0.0","0.0","2.0","0.0","0.0","C","91"
"07075","713","0.7","0.14142135623730953","2.0","0.6","0.8","C","91"
"07083","710","0.0","","1.0","0.0","0.0","C","91"
"07083","711","0.0","","1.0","0.0","0.0","C","91"
"07083","712","0.0","","1.0","0.0","0.0","C","91"
"07083","713","0.0","","1.0","0.0","0.0","C","91"
"07905","710","0.0","","1.0","0.0","0.0","C","91"
"07905","711","0.0","","1.0","0.0","0.0","C","91"
"07905","712","0.0","","1.0","0.0","0.0","C","91"
"07905","713","0.1","","1.0","0.1","0.1","C","91"
"07956","710","0.0","","1.0","0.0","0.0","D","89"
"07956","711","0.0","","1.0","0.0","0.0","D","89"
"07956","712","0.0","","1.0","0.0","0.0","D","89"
"07956","713","0.0","","1.0","0.0","0.0","D","89"
"07956","715","2.0E-4","","1.0","2.0E-4","2.0E-4","","89"
"07956","716","4.0E-4","","1.0","4.0E-4","4.0E-4","","89"
"08001","710","0.0","","1.0","0.0","0.0","B","49"
"08001","711","0.0","","1.0","0.0","0.0","B","49"
"08001","713","0.0","","1.0","0.0","0.0","B","49"
"08013","710","0.0","","1.0","0.0","0.0","D","89"
"08013","711","0.0","","1.0","0.0","0.0","D","89"
"08013","712","0.0","","1.0","0.0","0.0","D","89"
"08013","713","0.0","","1.0","0.0","0.0","D","89"
"08013","715","0.0029","","1.0","0.0029","0.0029","","89"
"08013","716","2.0E-4","","1.0","2.0E-4","2.0E-4","","89"
"08020","710","0.0","","1.0","0.0","0.0","B","49"
"08020","711","0.0","","1.0","0.0","0.0","B","49"
"08020","713","0.0","","1.0","0.0","0.0","B","49"
"08060","715","5.0E-4","","1.0","5.0E-4","5.0E-4","","89"
"08060","716","2.0E-4","","1.0","2.0E-4","2.0E-4","","89"
"08065","710","0.0","","1.0","0.0","0.0","B","49"
"08065","711","0.0","","1.0","0.0","0.0","B","49"
"08065","713","0.0","","1.0","0.0","0.0","B","49"
"08067","710","0.0","","1.0","0.0","0.0","B","49"
"08067","711","0.0","","1.0","0.0","0.0","B","49"
"08067","713","0.0","","1.0","0.0","0.0","B","49"
"08090","710","0.0","","1.0","0.0","0.0","D","31"
"08090","711","0.0","","1.0","0.0","0.0","D","31"
"08090","713","0.0","","1.0","0.0","0.0","D","31"
"08102","710","0.0","","1.0","0.0","0.0","D","31"
"08102","711","0.0","","1.0","0.0","0.0","D","31"
"08102","713","0.0","","1.0","0.0","0.0","D","31"
"08234","715","4.0E-4","","1.0","4.0E-4","4.0E-4","","89"
"08234","716","0.0","","1.0","0.0","0.0","","89"
"08385","710","41.9","","1.0","41.9","41.9","C","91"
"08385","711","41.9","","1.0","41.9","41.9","C","91"
"08385","712","10.200000000000001","","1.0","10.200000000000001","10.200000000000001","C","91"
"08385","713","93.9","","1.0","93.9","93.9","C","91"
"08390","710","0.0","","1.0","0.0","0.0","C","91"
"08390","711","0.0","","1.0","0.0","0.0","C","91"
"08390","712","0.0","","1.0","0.0","0.0","C","91"
"08390","713","0.0","","1.0","0.0","0.0","C","91"
"08393","710","8.4","","1.0","8.4","8.4","C","91"
"08393","711","7.7","","1.0","7.7","7.7","C","91"
"08393","712","1.4000000000000001","","1.0","1.4000000000000001","1.4000000000000001","C","91"
"08393","713","17.400000000000002","","1.0","17.400000000000002","17.400000000000002","C","91"
"09003","710","0.0","0.0","5.0","0.0","0.0","B","31,51,89"
"09003","711","0.0","0.0","5.0","0.0","0.0","B","31,51,89"
"09003","712","0.0","","1.0","0.0","0.0","C","89"
"09003","713","0.0","0.0","5.0","0.0","0.0","B","31,51,89"
"09003","715","2.0E-4","","1.0","2.0E-4","2.0E-4","","89"
"09003","716","0.0","","1.0","0.0","0.0","","89"
"09004","710","0.0","0.0","3.0","0.0","0.0","B","51"
"09004","711","0.0","0.0","3.0","0.0","0.0","B","51"
"09004","713","0.0","0.0","3.0","0.0","0.0","B","51"
"09005","710","0.0","","1.0","0.0","0.0","B","51"
"09005","711","0.0","","1.0","0.0","0.0","B","51"
"09005","713","0.0","","1.0","0.0","0.0","B","51"
"09016","710","0.0","","1.0","0.0","0.0","D","31"
"09016","711","0.0","","1.0","0.0","0.0","D","31"
"09016","713","0.0","","1.0","0.0","0.0","D","31"
"09021","710","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09021","711","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09021","713","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09024","710","0.0","","1.0","0.0","0.0","B","51"
"09024","711","0.0","","1.0","0.0","0.0","B","51"
"09024","713","0.0","","1.0","0.0","0.0","B","51"
"09032","710","0.0033333333333333335","0.005773502691896258","3.0","0.0","0.01","C","31,51,89"
"09032","711","0.013333333333333334","0.011547005383792516","3.0","0.0","0.02","C","31,51,89"
"09032","712","0.0","","1.0","0.0","0.0","C","89"
"09032","713","0.016666666666666666","0.015275252316519466","3.0","0.0","0.03","C","31,51,89"
"09032","714","0.05","","1.0","0.05","0.05","","31"
"09032","715","0.00625","0.008838834764831846","2.0","0.0","0.0125","","31, 89"
"09032","716","0.0021","0.0029698484809834993","2.0","0.0","0.0042","","31, 89"
"09037","710","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09037","711","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09037","713","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09040","710","0.0","0.0","3.0","0.0","0.0","C","31,51,89"
"09040","711","0.0","0.0","3.0","0.0","0.0","C","31,51,89"
"09040","712","0.0","","1.0","0.0","0.0","C","89"
"09040","713","0.0","0.0","3.0","0.0","0.0","C","31,51,89"
"09040","715","3.0E-4","","1.0","3.0E-4","3.0E-4","","89"
"09040","716","0.0","","1.0","0.0","0.0","","89"
"09042","710","0.0","","1.0","0.0","0.0","C","56"
"09042","711","0.0","","1.0","0.0","0.0","C","56"
"09042","713","0.0","","1.0","0.0","0.0","C","56"
"09050","710","0.0","0.0","2.0","0.0","0.0","C","56,89"
"09050","711","0.0","0.0","2.0","0.0","0.0","C","56,89"
"09050","712","0.0","","1.0","0.0","0.0","C","89"
"09050","713","0.0","0.0","2.0","0.0","0.0","C","56,89"
"09050","715","9.0E-4","","1.0","9.0E-4","9.0E-4","","89"
"09050","716","2.0E-4","","1.0","2.0E-4","2.0E-4","","89"
"09070","710","0.0","","1.0","0.0","0.0","B","51"
"09070","711","0.0","","1.0","0.0","0.0","B","51"
"09070","713","0.0","","1.0","0.0","0.0","B","51"
"09078","710","0.0","0.0","2.0","0.0","0.0","C","51,56"
"09078","711","0.0","0.0","2.0","0.0","0.0","C","51,56"
"09078","713","0.0","0.0","2.0","0.0","0.0","C","51,56"
"09083","710","0.016666666666666666","0.028867513459481294","3.0","0.0","0.05","B","51,56,89"
"09083","711","0.06","0.10392304845413264","3.0","0.0","0.18","B","51,56,89"
"09083","712","0.0","","1.0","0.0","0.0","C","89"
"09083","713","0.07333333333333333","0.1270170592217177","3.0","0.0","0.22","B","51,56,89"
"09083","715","4.0E-4","","1.0","4.0E-4","4.0E-4","","89"
"09083","716","0.0","","1.0","0.0","0.0","","89"
"09087","710","0.0","0.0","2.0","0.0","0.0","C","51,89"
"09087","711","0.005","0.007071067811865475","2.0","0.0","0.01","C","51,89"
"09087","712","0.0","","1.0","0.0","0.0","C","89"
"09087","713","0.005","0.007071067811865475","2.0","0.0","0.01","C","51,89"
"09087","715","4.0E-4","","1.0","4.0E-4","4.0E-4","","89"
"09087","716","8.0E-4","","1.0","8.0E-4","8.0E-4","","89"
"09089","710","0.0","","1.0","0.0","0.0","B","51"
"09089","711","0.0","","1.0","0.0","0.0","B","51"
"09089","713","0.0","","1.0","0.0","0.0","B","51"
"09094","710","0.0","","1.0","0.0","0.0","B","51"
"09094","711","0.0","","1.0","0.0","0.0","B","51"
"09094","713","0.01","","1.0","0.01","0.01","B","51"
"09099","710","0.0","","1.0","0.0","0.0","B","51"
"09099","711","0.0","","1.0","0.0","0.0","B","51"
"09099","713","0.0","","1.0","0.0","0.0","B","51"
"09107","710","0.0","","1.0","0.0","0.0","B","51"
"09107","711","0.0","","1.0","0.0","0.0","B","51"
"09107","713","0.0","","1.0","0.0","0.0","B","51"
"09112","710","0.0","","1.0","0.0","0.0","D","89"
"09112","711","0.0","","1.0","0.0","0.0","D","89"
"09112","712","0.0","","1.0","0.0","0.0","D","89"
"09112","713","0.0","","1.0","0.0","0.0","D","89"
"09112","715","2.0E-4","","1.0","2.0E-4","2.0E-4","","89"
"09112","716","2.0E-4","","1.0","2.0E-4","2.0E-4","","89"
"09116","710","0.04","","1.0","0.04","0.04","D","31"
"09116","711","0.03","","1.0","0.03","0.03","D","31"
"09116","713","0.06","","1.0","0.06","0.06","D","31"
"09116","714","0.05","","1.0","0.05","0.05","","31"
"09116","715","0.05","","1.0","0.05","0.05","","31"
"09116","716","0.05","","1.0","0.05","0.05","","31"
"09120","710","0.0","","1.0","0.0","0.0","B","51"
"09120","711","0.0","","1.0","0.0","0.0","B","51"
"09120","713","0.0","","1.0","0.0","0.0","B","51"
"09123","710","0.0","","1.0","0.0","0.0","D","31"
"09123","711","0.0","","1.0","0.0","0.0","D","31"
"09123","713","0.0","","1.0","0.0","0.0","D","31"
"09148","710","0.0","","1.0","0.0","0.0","B","51"
"09148","711","0.0","","1.0","0.0","0.0","B","51"
"09148","713","0.0","","1.0","0.0","0.0","B","51"
"09152","710","0.0","","1.0","0.0","0.0","B","51"
"09152","711","0.0","","1.0","0.0","0.0","B","51"
"09152","713","0.0","","1.0","0.0","0.0","B","51"
"09176","710","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09176","711","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09176","713","0.005","0.007071067811865475","2.0","0.0","0.01","C","31,51"
"09181","710","0.0","0.0","3.0","0.0","0.0","C","31,51,89"
"09181","711","0.0","0.0","3.0","0.0","0.0","C","31,51,89"
"09181","712","0.0","","1.0","0.0","0.0","C","89"
"09181","713","0.0","0.0","3.0","0.0","0.0","C","31,51,89"
"09181","715","2.0E-4","","1.0","2.0E-4","2.0E-4","","89"
"09181","716","0.0","","1.0","0.0","0.0","","89"
"09184","710","0.0","","1.0","0.0","0.0","B","51"
"09184","711","0.0","","1.0","0.0","0.0","B","51"
"09184","713","0.0","","1.0","0.0","0.0","B","51"
"09191","710","0.0","","1.0","0.0","0.0","B","51"
"09191","711","0.0","","1.0","0.0","0.0","B","51"
"09191","713","0.0","","1.0","0.0","0.0","B","51"
"09194","710","0.0","0.0","2.0","0.0","0.0","C","51,89"
"09194","711","0.0","0.0","2.0","0.0","0.0","C","51,89"
"09194","712","0.0","","1.0","0.0","0.0","C","89"
"09194","713","0.005","0.007071067811865475","2.0","0.0","0.01","C","51,89"
"09194","715","0.0012","","1.0","0.0012","0.0012","","89"
"09194","716","2.0E-4","","1.0","2.0E-4","2.0E-4","","89"
"09200","710","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09200","711","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09200","713","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09202","710","0.0","","1.0","0.0","0.0","D","89"
"09202","711","0.0","","1.0","0.0","0.0","D","89"
"09202","712","0.0","","1.0","0.0","0.0","D","89"
"09202","713","0.0","","1.0","0.0","0.0","D","89"
"09202","715","0.0011","","1.0","0.0011","0.0011","","89"
"09202","716","2.0E-4","","1.0","2.0E-4","2.0E-4","","89"
"09209","710","0.006666666666666667","0.011547005383792516","3.0","0.0","0.02","C","31,51,89"
"09209","711","0.006666666666666667","0.011547005383792516","3.0","0.0","0.02","C","31,51,89"
"09209","712","0.0","","1.0","0.0","0.0","C","89"
"09209","713","0.013333333333333334","0.023094010767585032","3.0","0.0","0.04","C","31,51,89"
"09209","714","0.05","","1.0","0.05","0.05","","31"
"09209","715","0.025050000000000003","0.03528462838120872","2.0","1.0E-4","0.05","","31,89"
"09209","716","0.02645","0.037405948724768365","2.0","0.0","0.0529","","31,89"
"09218","710","0.0","","1.0","0.0","0.0","B","51"
"09218","711","0.0","","1.0","0.0","0.0","B","51"
"09218","713","0.0","","1.0","0.0","0.0","B","51"
"09219","710","0.0","","1.0","0.0","0.0","B","51"
"09219","711","0.0","","1.0","0.0","0.0","B","51"
"09219","713","0.0","","1.0","0.0","0.0","B","51"
"09226","710","0.0","","1.0","0.0","0.0","D","31"
"09226","711","0.0","","1.0","0.0","0.0","D","31"
"09226","713","0.0","","1.0","0.0","0.0","D","31"
"09231","710","0.01","","1.0","0.01","0.01","B","51"
"09231","711","0.01","","1.0","0.01","0.01","B","51"
"09231","713","0.02","","1.0","0.02","0.02","B","51"
"09236","710","0.0","0.0","3.0","0.0","0.0","C","31,51,89"
"09236","711","0.0","0.0","3.0","0.0","0.0","C","31,51,89"
"09236","712","0.0","","1.0","0.0","0.0","C","89"
"09236","713","0.0","0.0","3.0","0.0","0.0","C","31,51,89"
"09236","714","0.0","","1.0","0.0","0.0","","31"
"09236","715","2.5E-4","3.5355339059327376E-4","2.0","0.0","5.0E-4","","31,89"
"09236","716","5.0E-5","7.071067811865475E-5","2.0","0.0","1.0E-4","","31,89"
"09240","710","0.0","","1.0","0.0","0.0","B","51"
"09240","711","0.0","","1.0","0.0","0.0","B","51"
"09240","713","0.0","","1.0","0.0","0.0","B","51"
"09252","710","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09252","711","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09252","713","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09256","710","0.0","","1.0","0.0","0.0","B","51"
"09256","711","0.0","","1.0","0.0","0.0","B","51"
"09256","713","0.0","","1.0","0.0","0.0","B","51"
"09266","710","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09266","711","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09266","713","0.0","0.0","2.0","0.0","0.0","C","31,51"
"09268","710","0.0","","1.0","0.0","0.0","B","51"
"09268","711","0.0","","1.0","0.0","0.0","B","51"
"09268","713","0.0","","1.0","0.0","0.0","B","51"
"09277","710","0.0","","1.0","0.0","0.0","B","50"
"09277","711","0.0","","1.0","0.0","0.0","B","50"
"09277","713","0.0","","1.0","0.0","0.0","B","50"
"09278","710","0.0","","1.0","0.0","0.0","B","50"
"09278","711","0.0","","1.0","0.0","0.0","B","50"
"09278","713","0.0","","1.0","0.0","0.0","B","50"
"09279","710","0.0","0.0","3.0","0.0","0.0","B","31,51"
"09279","711","0.0033333333333333335","0.005773502691896258","3.0","0.0","0.01","B","31,51"
"09279","713","0.0033333333333333335","0.005773502691896258","3.0","0.0","0.01","B","31,51"
"09286","710","0.0","","1.0","0.0","0.0","B","51"
"09286","711","0.0","","1.0","0.0","0.0","B","51"
"09286","713","0.0","","1.0","0.0","0.0","B","51"
"09291","710","0.0","0.0","3.0","0.0","0.0","C","31,51,89"
"09291","711","0.0033333333333333335","0.005773502691896258","3.0","0.0","0.01","C","31,51,89"
"09291","712","0.0","","1.0","0.0","0.0","C","89"
"09291","713","0.0033333333333333335","0.005773502691896258","3.0","0.0","0.01","C","31,51,89"
"09291","714","0.0","","1.0","0.0","0.0","","31"
"09291","715","2.5E-4","3.5355339059327376E-4","2.0","0.0","5.0E-4","","31,89"
"09291","716","9.0E-4","0.0012727922061357855","2.0","0.0","0.0018","","31,89"
"09292","710","0.0","","1.0","0.0","0.0","B","51"
"09292","711","0.01","","1.0","0.01","0.01","B","51"
"09292","713","0.02","","1.0","0.02","0.02","B","51"
"09298","710","0.02666666666666667","0.03055050463303893","3.0","0.0","0.06","C","31,51,89"
"09298","711","0.049999999999999996","0.0608276253029822","3.0","0.01","0.12","C","31,51,89"
"09298","712","0.0","","1.0","0.0","0.0","C","89"
"09298","713","0.07666666666666667","0.09073771725877466","3.0","0.01","0.18","C","31,51,89"
"09298","714","0.0","","1.0","0.0","0.0","","31"
"09298","715","2.0E-4","2.82842712474619E-4","2.0","0.0","4.0E-4","","31,89"
"09298","716","1.0E-4","1.414213562373095E-4","2.0","0.0","2.0E-4","","31,89"
"09302","710","0.0","0.0","3.0","0.0","0.0","B","51,56,89"
"09302","711","0.0","0.0","3.0","0.0","0.0","B","51,56,89"
"09302","712","0.0","","1.0","0.0","0.0","C","89"
"09302","713","0.0033333333333333335","0.005773502691896258","3.0","0.0","0.01","B","51,56,89"
"09302","715","0.0011","","1.0","0.0011","0.0011","","89"
"09302","716","5.0E-4","","1.0","5.0E-4","5.0E-4","","89"
"09304","710","0.0","","1.0","0.0","0.0","B","51"
"09304","711","0.0","","1.0","0.0","0.0","B","51"
"09304","713","0.0","","1.0","0.0","0.0","B","51"
"09307","710","0.0","","1.0","0.0","0.0","B","51"
"09307","711","0.0","","1.0","0.0","0.0","B","51"
"09307","713","0.0","","1.0","0.0","0.0","B","51"
"09316","710","0.0","0.0","4.0","0.0","0.0","B","31,51,56,89"
"09316","711","0.0","0.0","4.0","0.0","0.0","B","31,51,56,89"
"09316","712","0.0","","1.0","0.0","0.0","C","89"
"09316","713","0.0025","0.005","4.0","0.0","0.01","B","31,51,56,89"
"09316","715","0.0","","1.0","0.0","0.0","","89"
"09316","716","3.0E-4","","1.0","3.0E-4","3.0E-4","","89"
"09326","710","0.0","0.0","3.0","0.0","0.0","C","31,51,89"
"09326","711","0.0","0.0","3.0","0.0","0.0","C","31,51,89"
"09326","712","0.0","","1.0","0.0","0.0","C","89"
"09326","713","0.0","0.0","3.0","0.0","0.0","C","31,51,89"
"09326","715","0.0","","1.0","0.0","0.0","","89"
"09326","716","0.0","","1.0","0.0","0.0","","89"
"09433","710","0.0","","1.0","0.0","0.0","B","51"
"09433","711","0.0","","1.0","0.0","0.0","B","51"
"09433","713","0.0","","1.0","0.0","0.0","B","51"
"11001","710","0.01875","0.051103885790193516","8.0","0.0","0.15","B","24,31,66,89"
"11001","711","0.01625","0.0402336923485777","8.0","0.0","0.12","B","24,31,66,89"
"11001","712","0.0","0.0","6.0","0.0","0.0","B","66,89"
"11001","713","0.035","0.09126100716391108","8.0","0.0","0.27","B","24,31,66,89"
"11001","714","0.03345","0.04730544366138003","2.0","0.0","0.0669","","24,31"
"11001","715","1.4338999999999997","2.1425734899881497","3.0","0.0185","3.8989","","24,31,89"
"11001","716","1.5959333333333332","2.6713746205527467","3.0","0.0025","4.68","","24,31,89"
"11011","710","0.03","0.042426406871192854","2.0","0.0","0.06","C","31,50"
"11011","711","0.0","0.0","2.0","0.0","0.0","C","31,50"
"11011","713","0.03","0.042426406871192854","2.0","0.0","0.06","C","31,50"
"11011","714","0.0","","1.0","0.0","0.0","","31"
"11011","715","0.0","","1.0","0.0","0.0","","31"
"11011","716","0.05","","1.0","0.05","0.05","","31"
"11012","710","0.0","","1.0","0.0","0.0","B","50"
"11012","711","0.0","","1.0","0.0","0.0","B","50"
"11012","713","0.0","","1.0","0.0","0.0","B","50"
"11038","710","0.0","","1.0","0.0","0.0","D","89"
"11038","711","0.0","","1.0","0.0","0.0","D","89"
"11038","712","0.0","","1.0","0.0","0.0","D","89"
"11038","713","0.0","","1.0","0.0","0.0","D","89"
"11038","715","1.0E-4","","1.0","1.0E-4","1.0E-4","","89"
"11038","716","0.0","","1.0","0.0","0.0","","89"
"11043","710","0.06272727272727273","0.1172219763335237","11.0","0.0","0.39","B","31,50,64,73,89"
"11043","711","0.08454545454545455","0.14539089516436102","11.0","0.0","0.42","B","31,50,64,73,89"
"11043","712","0.0","0.0","4.0","0.0","0.0","C","73,89"
"11043","713","0.10400000000000001","0.24402732087480156","10.0","0.0","0.81","B","31,64,73,89"
"11043","714","0.0125","0.025","10.0","0.0","0.05","","31,64,73"
"11043","715","0.01165","0.01270918303170323","6.0","0.0","0.0261","","24,31,73,89"
"11043","716","0.9319999999999999","1.0127593857048838","6.0","0.0","2.0004","","24,31,73,89"
"11052","710","0.005","0.005773502691896258","4.0","0.0","0.01","B","24,31,50"
"11052","711","0.01","0.01414213562373095","4.0","0.0","0.03","B","24,31,50"
"11052","713","0.015","0.019148542155126763","4.0","0.0","0.04","B","24,31,50"
"11052","714","0.035","0.0","2.0","0.035","0.035","","24"
"11052","715","0.15","0.0","2.0","0.15","0.15","","24"
"11052","716","0.0","0.0","2.0","0.0","0.0","","24"
"11053","710","0.0075","0.005","4.0","0.0","0.01","B","24,50,89"
"11053","711","0.0175","0.014999999999999998","4.0","0.0","0.03","B","24,50,89"
"11053","712","0.0","","1.0","0.0","0.0","C","89"
"11053","713","0.025","0.019148542155126763","4.0","0.0","0.04","B","24,50,89"
"11053","714","0.035","0.0","2.0","0.035","0.035","","24"
"11053","715","0.0124","0.01056550992617015","3.0","2.0E-4","0.0185","","24,89"
"11053","716","0.0","0.0","3.0","0.0","0.0","","24,89"
"11060","710","0.0","","1.0","0.0","0.0","B","50"
"11060","711","0.01","","1.0","0.01","0.01","B","50"
"11060","713","0.02","","1.0","0.02","0.02","B","50"
"11061","710","0.01","","1.0","0.01","0.01","B","50"
"11061","711","0.02","","1.0","0.02","0.02","B","50"
"11061","713","0.03","","1.0","0.03","0.03","B","50"
"11080","710","0.0","","1.0","0.0","0.0","D","31"
"11080","711","0.0","","1.0","0.0","0.0","D","31"
"11080","713","0.0","","1.0","0.0","0.0","D","31"
"11081","710","0.0","","1.0","0.0","0.0","B","50"
"11081","711","0.0","","1.0","0.0","0.0","B","50"
"11081","713","0.0","","1.0","0.0","0.0","B","50"
"11088","710","0.0","0.0","3.0","0.0","0.0","C","73"
"11088","711","0.0","0.0","3.0","0.0","0.0","C","73"
"11088","712","0.0","0.0","3.0","0.0","0.0","C","73"
"11088","713","0.0","0.0","3.0","0.0","0.0","C","73"
"11088","714","0.0","","3.0","0.0","0.0","","73"
"11088","715","0.0","","3.0","0.0","0.0","","73"
"11088","716","0.0","","3.0","0.0","0.0","","73"
"11090","710","0.0","","1.0","0.0","0.0","D","31"
"11090","711","0.0","","1.0","0.0","0.0","D","31"
"11090","713","0.0","","1.0","0.0","0.0","D","31"
"11091","710","0.0","","1.0","0.0","0.0","D","89"
"11091","711","0.0","","1.0","0.0","0.0","D","89"
"11091","712","0.0","","1.0","0.0","0.0","D","89"
"11091","713","0.0","","1.0","0.0","0.0","D","89"
"11091","715","1.0E-4","","1.0","1.0E-4","1.0E-4","","89"
"11091","716","0.0","","1.0","0.0","0.0","","89"
"11098","710","0.0","","1.0","0.0","0.0","B","50"
"11098","711","0.0","","1.0","0.0","0.0","B","50"
"11098","713","0.0","","1.0","0.0","0.0","B","50"
"11099","710","0.0","","1.0","0.0","0.0","B","50"
"11099","711","0.0","","1.0","0.0","0.0","B","50"
"11099","713","0.0","","1.0","0.0","0.0","B","50"
"11109","710","0.0","0.0","4.0","0.0","0.0","B","31,50,89"
"11109","711","0.0","0.0","4.0","0.0","0.0","B","31,50,89"
"11109","712","0.0","","1.0","0.0","0.0","C","89"
"11109","713","0.0","0.0","4.0","0.0","0.0","B","31,50,89"
"11109","715","1.0E-4","","1.0","1.0E-4","1.0E-4","","89"
"11109","716","0.0","","1.0","0.0","0.0","","89"
"11110","710","0.0","0.0","2.0","0.0","0.0","B","50"
"11110","711","0.0","0.0","2.0","0.0","0.0","B","50"
"11110","713","0.0","0.0","2.0","0.0","0.0","B","50"
"11112","710","0.0","","1.0","0.0","0.0","B","50"
"11112","711","0.0","","1.0","0.0","0.0","B","50"
"11113","710","0.0","","1.0","0.0","0.0","B","50"
"11113","711","0.0","","1.0","0.0","0.0","B","50"
"11113","713","0.0","","1.0","0.0","0.0","B","50"
"11114","710","0.0","","1.0","0.0","0.0","B","50"
"11114","711","0.0","","1.0","0.0","0.0","B","50"
"11114","713","0.0","","1.0","0.0","0.0","B","50"
"11115","710","0.0","","1.0","0.0","0.0","B","50"
"11115","711","0.0","","1.0","0.0","0.0","B","50"
"11115","713","0.0","","1.0","0.0","0.0","B","50"
"11116","710","0.0","","1.0","0.0","0.0","D","31"
"11116","711","0.0","","1.0","0.0","0.0","D","31"
"11116","713","0.0","","1.0","0.0","0.0","D","31"
"11124","710","0.0","0.0","3.0","0.0","0.0","C","31,50,89"
"11124","711","0.0","0.0","3.0","0.0","0.0","C","31,50,89"
"11124","712","0.0","","1.0","0.0","0.0","C","89"
"11124","713","0.0","0.0","3.0","0.0","0.0","C","31,50,89"
"11124","714","0.0","","1.0","0.0","0.0","","31"
"11124","715","5.0E-5","7.071067811865475E-5","2.0","0.0","1.0E-4","","31,89"
"11124","716","0.0","0.0","2.0","0.0","0.0","","31,89"
"11125","710","0.0","0.0","2.0","0.0","0.0","C","50,89"
"11125","711","0.0","0.0","2.0","0.0","0.0","C","50,89"
"11125","712","0.0","","1.0","0.0","0.0","C","89"
"11125","713","0.0","0.0","2.0","0.0","0.0","C","50,89"
"11125","715","1.0E-4","","1.0","1.0E-4","1.0E-4","","89"
"11125","716","0.0","","1.0","0.0","0.0","","89"
"11126","710","0.0","","1.0","0.0","0.0","B","50"
"11126","711","0.0","","1.0","0.0","0.0","B","50"
"11126","713","0.0","","1.0","0.0","0.0","B","50"
"11135","710","0.0","","1.0","0.0","0.0","B","50"
"11135","711","0.0","","1.0","0.0","0.0","B","50"
"11135","713","0.0","","1.0","0.0","0.0","B","50"
"11136","710","0.0","","1.0","0.0","0.0","B","50"
"11136","711","0.0","","1.0","0.0","0.0","B","50"
"11136","713","0.0","","1.0","0.0","0.0","B","50"
"11141","710","0.0","","1.0","0.0","0.0","B","50"
